Time (s),Pos_0,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Torque_0,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5,Torque_6,Current_0,Current_1,Current_2,Current_3,Current_4,Current_5,Current_6,Velocity_0,Velocity_1,Velocity_2,Velocity_3,Velocity_4,Velocity_5,Velocity_6
0.0,0.0015038455603644252,0.000604662171099335,359.9998779296875,359.9991149902344,359.99951171875,0.0007086583063937724,359.9991149902344,30.219970703125,30.751708984375,28.859203338623047,32.540283203125,36.1134033203125,37.429054260253906,37.70539474487305,-0.11480959504842758,-0.11833453923463821,-0.23588970303535461,-0.043619200587272644,-0.3146485686302185,0.17570635676383972,-0.824034571647644,-0.25793835520744324,-0.12191909551620483,0.008056640625,0.1611328125,0.0490066334605217,-0.07295598834753036,0.10078854858875275,0.00030292203882709146,0.0,0.0,0.0,0.0,0.0,0.0
0.505699872970581,0.0015038455603644252,0.000604662171099335,359.9998779296875,359.9991149902344,359.99951171875,0.0007086583063937724,359.9991149902344,30.219165802001953,30.750904083251953,28.8583984375,32.54753494262695,36.12226486206055,37.42180252075195,37.734397888183594,-0.12577740848064423,-0.10297825932502747,-0.24139061570167542,-0.04312848672270775,-0.3097223937511444,0.1857062131166458,-0.7866215109825134,-0.2900390625,-0.11308033764362335,0.025477334856987,0.15392190217971802,0.052522867918014526,-0.08066704869270325,0.08871454745531082,0.00030337978387251496,0.0,0.0,0.0,0.0,0.0,0.0
1.0122432708740234,0.0014775359304621816,0.000604662171099335,359.9998779296875,359.9991149902344,359.99957275390625,0.0007086583063937724,359.9991149902344,30.217554092407227,30.746875762939453,28.854368209838867,32.5523681640625,36.1456298828125,37.404075622558594,37.746482849121094,-0.11326027661561966,-0.09375497698783875,-0.2216091901063919,-0.027398500591516495,-0.31000205874443054,0.1671951711177826,-0.822441577911377,-0.2743992805480957,-0.113938108086586,0.025477334856987,0.1611328125,0.056396484375,-0.08066704869270325,0.09701479971408844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5186364650726318,0.0015038455603644252,359.994140625,359.9998779296875,5.612915515899658,359.99957275390625,0.000763164134696126,359.9991149902344,30.226415634155273,30.738815307617188,28.849536895751953,32.55156326293945,36.152076721191406,37.43146896362305,37.763404846191406,0.005376903805881739,-0.8933920860290527,-0.161566823720932,-1.1039730310440063,-0.2796710133552551,0.290065735578537,-0.8220950365066528,-0.281982421875,0.4833984375,0.01611328125,0.49152112007141113,0.04850739985704422,-0.07664402574300766,0.08871454745531082,0.00030383889679796994,0.0012126029469072819,0.0,24.09526824951172,0.0,-0.0016673291102051735,0.0
2.0238049030303955,0.001451226300559938,0.009813034906983376,359.9998474121094,18.31965446472168,359.99957275390625,0.0028343850281089544,359.9991149902344,30.230443954467773,30.736398696899414,28.852758407592773,32.558006286621094,36.17302322387695,37.40729904174805,37.762596130371094,-0.1258990317583084,6.405959606170654,0.026665465906262398,4.834908962249756,-0.27516934275627136,2.3278987407684326,-0.771720290184021,-0.281982421875,-0.789591908454895,0.01611328125,-0.13719964027404785,0.04850739985704422,-0.2618408203125,0.0966796875,0.0,-0.011876313015818596,-0.00030383889679796994,24.869041442871094,0.0,0.003797986311838031,0.0
2.529690742492676,0.0014249166706576943,0.004919442348182201,359.9998474121094,30.95859146118164,359.9996032714844,0.011173774488270283,359.9991149902344,30.222387313842773,30.729955673217773,28.8463134765625,32.54914474487305,36.156105041503906,37.41374588012695,37.735206604003906,-0.06113944947719574,10.025712966918945,0.12362929433584213,8.614053726196289,-0.23123754560947418,3.5966217517852783,-0.7401145100593567,-0.2740442156791687,-0.7170862555503845,0.025477334856987,-0.48400232195854187,0.04048411548137665,-0.6485720872879028,0.0926513671875,-0.00030315073672682047,0.006530547980219126,0.0,24.760713577270508,0.0,-0.010165749117732048,0.0
3.0357248783111572,0.0014249166706576943,0.011154825799167156,359.9998779296875,43.56779861450195,359.9996032714844,0.009266071021556854,359.9991149902344,30.216747283935547,30.725120544433594,28.843894958496094,32.550758361816406,36.14482498168945,37.436302185058594,37.71989822387695,0.046477142721414566,12.000267028808594,0.32283860445022583,10.130471229553223,-0.27269747853279114,3.973093271255493,-0.7074596881866455,-0.2583155632019043,-1.3615961074829102,0.025477334856987,-0.6284695863723755,0.04449424892663956,-0.7331653833389282,0.0966796875,0.0,-0.008665965870022774,0.00030315073672682047,24.65238380432129,0.0,-0.11693454533815384,0.0
3.5416903495788574,0.0014249166706576943,0.011786256916821003,359.99981689453125,55.7584228515625,359.9996643066406,0.009702117182314396,359.9991760253906,30.223194122314453,30.733983993530273,28.863229751586914,32.538673400878906,36.147239685058594,37.438720703125,37.758567810058594,-0.11959768086671829,17.647323608398438,0.28498172760009766,15.412459373474121,-0.28037771582603455,5.9266839027404785,-0.6950768828392029,-0.2659911811351776,-1.7161400318145752,0.01611328125,-1.1442983150482178,0.03647799417376518,-0.966796875,0.0845947265625,0.0,0.0019141078228130937,0.0,17.672958374023438,0.0,0.007087222300469875,0.0
4.048067569732666,0.0014249166706576943,0.01031291764229536,359.9998474121094,58.76329803466797,359.9996643066406,0.008448483422398567,359.9991149902344,30.219970703125,30.726734161376953,28.860010147094727,32.522560119628906,36.18268966674805,37.454833984375,37.72553634643555,0.016214724630117416,16.066726684570312,0.2966860234737396,15.974591255187988,-0.2855392098426819,5.742669105529785,-0.6961947679519653,-0.24988576769828796,-1.82080078125,0.024169921875,-2.1269683837890625,0.0382160022854805,-0.9466895461082458,0.08871454745531082,0.0,-0.004247317090630531,0.0,-0.13346976041793823,0.0,-0.0006063014734536409,0.0
4.55570650100708,0.0014249166706576943,0.010207679122686386,359.9998474121094,58.723228454589844,359.9996643066406,0.008557495661079884,359.9991760253906,30.226415634155273,30.736400604248047,28.864038467407227,32.525779724121094,36.147239685058594,37.41535568237305,37.74164962768555,-0.09582310914993286,16.615875244140625,0.27315229177474976,16.285186767578125,-0.2876130938529968,5.792476654052734,-0.6896263360977173,-0.2820974886417389,-1.8530447483062744,0.02278762124478817,-1.9013671875,0.03647799417376518,-0.9386072754859924,0.09300099313259125,0.0,0.0007595972274430096,0.0,-0.5106896758079529,0.0,0.0006067595677450299,0.0
