Time (s),Pos_0,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Torque_0,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5,Torque_6,Current_0,Current_1,Current_2,Current_3,Current_4,Current_5,Current_6,Velocity_0,Velocity_1,Velocity_2,Velocity_3,Velocity_4,Velocity_5,Velocity_6,Tool_X,Tool_Y,Tool_Z,Tool_Roll,Tool_Pitch,Tool_Yaw
9.5367431640625e-07,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0,-8.10462474822998,-4.635746955871582,-1.6087710002090727e-16,-1.030268907546997,1.1782661532153142e-18,0.0,0.3675000071525574,-1.4500000476837158,-0.9049999713897705,0.03999999910593033,-0.23999999463558197,-0.29750001430511475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.587,4.105,113.184,179.9674758450794,-0.02245994556912827,0.01873571990077792
0.5006728172302246,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0,-8.10462474822998,-4.635746955871582,-1.6087710002090727e-16,-1.030268907546997,1.1782661532153142e-18,0.0,0.38999998569488525,-1.434999942779541,-0.8799999952316284,0.009999999776482582,-0.25999999046325684,-0.3100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.587,4.105,113.184,179.9674758450794,-0.02245994556912827,0.01873571990077792
1.0014772415161133,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0,-8.10462474822998,-4.635746955871582,-1.6087710002090727e-16,-1.030268907546997,1.1782661532153142e-18,0.0,0.41999998688697815,-1.4175000190734863,-0.8424999713897705,-0.027499999850988388,-0.2800000011920929,-0.3149999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.587,4.105,113.184,179.9674758450794,-0.02245994556912827,0.01873571990077792
1.5017752647399902,0.0,0.0,-10.203690781925804,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0004970623995177448,-10.287906646728516,-6.744383335113525,-0.02694098837673664,-1.1250393390655518,0.0010404807981103659,0.0,0.4375,-1.412500023841858,-2.5225000381469727,-0.05000000074505806,-0.28999999165534973,-0.3199999928474426,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,281.663,3.991,147.492,179.9753253668727,-10.226036135935907,-0.030710537819012125
2.0024008750915527,0.0,0.0,-28.20098267633912,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0004626053269021213,-13.523235321044922,-9.265583038330078,-0.07274547219276428,-1.1920499801635742,0.002841676352545619,0.0,0.17499999701976776,-1.975000023841858,-2.9625000953674316,-0.0925000011920929,-0.3199999928474426,-0.3100000023841858,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,395.031,3.635,238.188,-179.9854667198465,-28.223041551451654,-0.13017601105372303
2.5027647018432617,0.0,0.0,-40.19911997683515,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0004140872333664447,-15.149377822875977,-10.024808883666992,-0.09956922382116318,-1.1723229885101318,0.003896481590345502,0.0,0.14000000059604645,-2.492500066757202,-3.0950000286102295,-0.11999999731779099,-0.3400000035762787,-0.28999999165534973,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,452.52,3.301,316.329,-179.9318951660018,-40.22094966882963,-0.21783855370873897
3.0033702850341797,0.0,0.0,-58.196354575468945,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.00030826928559690714,-16.615535736083984,-11.930033683776855,-0.13131728768348694,-1.0482780933380127,0.005144928582012653,0.0,0.14000000059604645,-2.9574999809265137,-3.427500009536743,-0.1599999964237213,-0.3700000047683716,-0.27000001072883606,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,505.363,2.692,451.553,-179.75645548913272,-58.21766860544781,-0.43871378373167136
3.503732681274414,0.0,0.0,-70.19454917174448,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.00022019087919034064,-16.882001876831055,-14.494208335876465,-0.14547595381736755,-0.9078799486160278,0.005701697431504726,0.0,0.14249999821186066,-3.0199999809265137,-3.875,-0.17000000178813934,-0.3700000047683716,-0.25,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,516.087,2.24,547.968,-179.44614154728987,-70.21494646925115,-0.7771026575359355
4.004339933395386,0.0,0.0,-88.1917837703783,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,7.135739724617451e-05,-16.186250686645508,-13.405508041381836,-0.15466326475143433,-0.6260073781013489,0.0060629756189882755,0.0,0.14000000059604645,-2.9674999713897705,-3.684999942779541,-0.16750000417232513,-0.3400000035762787,-0.2224999964237213,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,494.249,1.542,691.498,-171.01804697247448,-88.19058055900851,-9.245877235805606
4.504850625991821,0.0,0.0,-100.18997836665383,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-3.268785076215863e-05,-15.021662712097168,-10.569158554077148,-0.15236417949199677,-0.4025464355945587,0.005972567014396191,0.0,0.14000000059604645,-2.7825000286102295,-3.190000057220459,-0.14749999344348907,-0.3100000023841858,-0.20999999344348907,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,455.335,1.093,780.36,-1.950061855727757,-79.78339894371541,-178.3399892280103
5.005535364151001,0.0,0.0,-118.18721296528763,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-0.00018466894107405096,-12.350372314453125,-7.747133255004883,-0.13652974367141724,-0.038351114839315414,0.00534990057349205,0.0,0.14000000059604645,-2.325000047683716,-2.697499990463257,-0.10999999940395355,-0.25,-0.1875,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,364.666,0.493,893.749,-0.9182221624766572,-61.78891454249823,-179.4129099951723
5.506213903427124,0.0,0.0,-130.18535026578365,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-0.00027681051869876683,-10.066688537597656,-5.082683563232422,-0.11838874965906143,0.20831432938575745,0.004636532161384821,0.0,0.14249999821186066,-1.965000033378601,-2.2325000762939453,-0.0949999988079071,-0.20749999582767487,-0.17000000178813934,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,286.539,0.168,951.256,-0.7506893031804046,-49.79123560823832,-179.6096064062407
6.006810426712036,0.0,0.0,-148.182642160197,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-0.00039122815360315144,-6.135415554046631,-0.9284334182739258,-0.08177412301301956,0.5572755932807922,0.0031967146787792444,0.0,0.14000000059604645,-1.315000057220459,-1.5075000524520874,-0.05999999865889549,-0.12999999523162842,-0.14499999582767487,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,151.326,-0.174,1004.13,-0.6382749837757371,-31.794402080061104,-179.7703210677749
6.507366180419922,0.0,0.0,-160.180779460693,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-0.0004467841354198754,-3.3443636894226074,0.9911165833473206,-0.05265064164996147,0.761071503162384,0.0020514759235084057,0.0,0.14000000059604645,-0.8475000262260437,-1.1725000143051147,-0.03999999910593033,-0.07000000029802322,-0.12999999523162842,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,54.913,-0.289,1014.877,-0.6022359384620083,-19.7963793711241,-179.8434304824336
7.007724285125732,0.0,0.0,-178.1780140593268,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-0.0004929893766529858,0.7938246726989746,5.345916748046875,-0.005063753575086594,1.0013227462768555,0.0001801900943974033,0.0,0.14249999821186066,-0.14249999821186066,-0.4124999940395355,-0.007499999832361937,0.012500000186264515,-0.10000000149011612,0.0,0.0,0.0,-29.99541777789298,0.0,0.0,0.0,0.0,-88.624,-0.28,993.073,-0.5789738519796969,-1.7993739556083506,-179.9343015887413
7.508318662643433,0.0,0.0,-180.94287919551013,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-4.658621239304242e-19,1.3715170621871948,4.840394496917725,0.0025496077723801136,1.039724349975586,-0.00010025965457316488,0.0,0.14000000059604645,0.3824999928474426,0.5074999928474426,5.220650300952201e-15,0.07000000029802322,-0.08500000089406967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.795,-0.259,985.775,-0.5779425279484615,0.9654338847954371,-179.94747961802935
8.008767127990723,0.0,0.0,-185.06290410873686,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-2.55693185416899e-19,2.2496438026428223,3.710175037384033,0.013673163019120693,1.0777055025100708,-0.0005376774352043867,0.0,0.14249999821186066,0.5950000286102295,0.6474999785423279,0.03750000149011612,0.1599999964237213,-0.054999999701976776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.63,-0.219,973.028,-0.5775987532713829,5.0854015022426475,-179.9670747746228
8.509382486343384,0.0,0.0,-185.06290410873686,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,-2.55693185416899e-19,2.2496438026428223,5.718521595001221,0.013673163019120693,1.0777055025100708,-0.0005376774352043867,0.0,0.14000000059604645,0.19750000536441803,0.737500011920929,0.05249999836087227,0.2199999988079071,-0.042500000447034836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.63,-0.219,973.028,-0.5775987532713829,5.0854015022426475,-179.9670747746228
9.009762048721313,0.0,0.0,-194.20501868784427,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,8.120804304708722e-18,4.086253643035889,5.214300155639648,0.03802049905061722,1.1418497562408447,-0.0014951012562960386,0.0,0.14000000059604645,0.9150000214576721,0.9100000262260437,0.09000000357627869,0.3100000023841858,-0.019999999552965164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205.272,-0.09,937.061,-0.5820105282938902,14.227401489791037,179.98856069194022
9.510362148284912,0.0,0.0,-194.14227980927743,0.0,0.0,0.0,0.0,26,29,32,28,32,32,0,0.0011869767913594842,7.617641448974609,9.753759384155273,0.060483917593955994,1.3381036520004272,-0.002779404167085886,0.0,0.14000000059604645,0.4050000011920929,1.2899999618530273,0.10499999672174454,0.36250001192092896,-0.009999999776482582,0.0,0.0,0.0,5.176774541776499,0.0,0.0,0.0,0.0,-204.849,-0.092,937.342,-0.5819532325143771,14.164662611224212,179.9888471708378
