Time (s),Pos_0,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Torque_0,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5,Torque_6,Current_0,Current_1,Current_2,Current_3,Current_4,Current_5,Current_6,Velocity_0,Velocity_1,Velocity_2,Velocity_3,Velocity_4,Velocity_5,Velocity_6,Tool_X,Tool_Y,Tool_Z,Tool_Roll,Tool_Pitch,Tool_Yaw
1.6689300537109375e-06,0.0,0.0,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-8.192700731676524e-24,1.1668734550476074,4.635750770568848,5.048506679372622e-08,1.0302691459655762,-1.985252628955436e-09,0.0,0.11999999731779099,-0.03750000149011612,0.9399999976158142,-0.2750000059604645,0.1899999976158142,-0.029999999329447746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.615,-0.267,988.379,-0.5782290068460268,0.022574537128154434,-179.94295325144782
0.5007483959197998,0.0,0.0,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-8.192700731676524e-24,1.1668734550476074,4.635750770568848,5.048506679372622e-08,1.0302691459655762,-1.985252628955436e-09,0.0,0.10000000149011612,-0.027499999850988388,0.9150000214576721,-0.2824999988079071,0.1899999976158142,-0.03999999910593033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.615,-0.267,988.379,-0.5782290068460268,0.022574537128154434,-179.94295325144782
1.0018634796142578,0.0,0.0,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-8.192700731676524e-24,1.1668734550476074,4.635750770568848,5.048506679372622e-08,1.0302691459655762,-1.985252628955436e-09,0.0,0.07000000029802322,-0.004999999888241291,0.8999999761581421,-0.28999999165534973,0.18000000715255737,-0.05000000074505806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.615,-0.267,988.379,-0.5782290068460268,0.022574537128154434,-179.94295325144782
1.5024778842926025,0.0,-10.619715436970296,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-0.0016853970009833574,14.171050071716309,6.66094446182251,0.02789599634706974,1.0695985555648804,-0.0011496604420244694,0.0,0.05249999836087227,-0.11500000208616257,1.3250000476837158,-0.30000001192092896,0.17000000178813934,-0.05000000074505806,0.0,0.0,-50.037081350015896,0.0,0.0,0.0,0.0,0.0,-233.947,0.38,957.271,-0.4958949716857275,10.641831607862345,-179.87883927417266
2.0026967525482178,0.0,-40.64195905669176,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-0.010280747897922993,22.797300338745117,11.465536117553711,0.10037896037101746,1.1131956577301025,-0.003999948501586914,0.0,0.019999999552965164,1.1725000143051147,2.0899999141693115,-0.2775000035762787,0.16500000655651093,-0.05999999865889549,0.0,0.0,-50.037081350015896,0.0,0.0,0.0,0.0,0.0,-548.41,1.213,747.974,-0.12885820812492216,40.66189798796231,-179.55156578159395
2.503418207168579,0.0,-60.65680723509925,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-0.014596054330468178,27.453800201416016,12.983914375305176,0.1346677839756012,0.9661399126052856,-0.005348307080566883,0.0,0.03750000149011612,1.8674999475479126,2.309999942779541,-0.2524999976158142,0.1599999964237213,-0.07000000029802322,0.0,0.0,-50.037081350015896,0.0,0.0,0.0,0.0,0.0,-680.214,0.88,531.5,0.46919513843263116,60.67302194070145,-178.97471187345624
3.003641128540039,0.0,-74.87916669629314,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-3.861747614496483e-17,30.64585304260254,13.251789093017578,0.14957329630851746,0.8316401243209839,-0.00588175468146801,0.0,0.07750000059604645,3.747499942779541,2.6649999618530273,-0.2199999988079071,0.1599999964237213,-0.07999999821186066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-724.557,0.227,356.483,1.8045305757645278,74.88713080964544,-177.653184718987
3.5043201446533203,0.0,-72.44014265820073,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-0.0690278559923172,46.272953033447266,18.18837547302246,0.2057972252368927,1.1538885831832886,-0.00866146944463253,0.0,0.029999999329447746,9.037500381469727,2.807499885559082,-0.20000000298023224,0.15000000596046448,-0.07999999821186066,0.0,0.0,46.294632873563735,0.0,0.0,0.0,0.0,0.0,-720.063,0.362,387.196,1.4244303744747397,72.45045589851308,-178.03093579331673
4.004632472991943,0.0,-42.44018709670985,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-0.01082832645624876,28.420249938964844,11.705801010131836,0.10482852905988693,1.1037172079086304,-0.0041749305091798306,0.0,0.029999999329447746,6.519999980926514,2.200000047683716,-0.17000000178813934,0.14000000059604645,-0.08749999850988388,0.0,0.0,50.041418520138855,0.0,0.0,0.0,0.0,0.0,-563.256,1.213,730.557,-0.09453803619658584,42.45989684486235,-179.51925096194856
4.504734516143799,0.0,-22.423620044916976,-180.00001984784282,0.0,0.0,0.0,0.0,24,38,27,25,28,28,0,-0.005375393666327,15.187749862670898,8.923222541809082,0.059475865215063095,1.126145362854004,-0.002391502493992448,0.0,0.10499999672174454,4.545000076293945,1.8324999809265137,-0.15000000596046448,0.14000000059604645,-0.09749999642372131,0.0,0.0,50.041418520138855,0.0,0.0,0.0,0.0,0.0,-370.369,0.892,894.991,-0.3838244269581385,22.445048666454866,-179.7840147590785
